id,account_id,occurred_at,channel
235,1231,26-05-2016 17:12,direct
236,1231,25-06-2016 12:21,direct
237,1231,24-07-2016 06:09,direct
238,1231,23-08-2016 15:21,direct
239,1231,22-09-2016 23:40,direct
240,1231,21-10-2016 22:50,direct
241,1231,20-11-2016 15:03,direct
242,1231,20-12-2016 13:52,direct
243,1241,14-06-2016 10:54,direct
244,1241,13-07-2016 12:55,direct
245,1241,11-08-2016 02:35,direct
246,1241,09-09-2016 17:48,direct
247,1241,08-10-2016 11:00,direct
248,1241,07-11-2016 06:21,direct
249,1241,06-12-2016 15:00,direct
250,1251,11-12-2013 20:17,direct
251,1251,09-01-2014 04:25,direct
252,1251,07-02-2014 20:47,direct
253,1251,08-03-2014 06:14,direct
254,1251,07-04-2014 10:30,direct
255,1251,07-05-2014 21:06,direct
256,1251,06-06-2014 15:42,direct
257,1251,05-07-2014 04:03,direct
258,1251,04-08-2014 19:28,direct
259,1251,03-09-2014 12:21,direct
260,1251,02-10-2014 23:05,direct
261,1251,01-11-2014 02:08,direct
262,1251,01-12-2014 09:11,direct
263,1251,30-12-2014 01:59,direct
264,1251,28-01-2015 10:03,direct
265,1261,12-11-2014 22:02,direct
266,1261,11-12-2014 02:24,direct
267,1261,09-01-2015 06:17,direct
268,1261,07-02-2015 17:56,direct
269,1261,08-03-2015 16:04,direct
270,1261,07-04-2015 12:41,direct
271,1261,06-05-2015 17:13,direct
272,1261,04-06-2015 01:24,direct
273,1261,03-07-2015 18:09,direct
274,1261,02-08-2015 23:16,direct
275,1261,31-08-2015 20:27,direct
276,1261,29-09-2015 11:37,direct
277,1261,29-10-2015 03:42,direct
278,1261,27-11-2015 01:30,direct
279,1261,27-12-2015 18:48,direct
280,1261,26-01-2016 03:17,direct
281,1261,25-02-2016 12:57,direct
282,1261,26-03-2016 09:05,direct
283,1261,24-04-2016 02:03,direct
284,1261,23-05-2016 17:58,direct
285,1261,22-06-2016 01:51,direct
286,1261,21-07-2016 09:21,direct
287,1261,19-08-2016 11:48,direct
288,1261,18-09-2016 03:56,direct
289,1261,17-10-2016 08:11,direct
290,1261,15-11-2016 18:50,direct
291,1261,15-12-2016 04:58,direct
292,1271,28-10-2015 11:49,direct
293,1271,26-11-2015 05:58,direct
294,1281,05-12-2013 20:17,direct
295,1281,03-01-2014 23:30,direct
296,1281,02-02-2014 03:37,direct
297,1281,03-03-2014 07:22,direct
298,1281,01-04-2014 11:31,direct
299,1281,01-05-2014 21:35,direct
300,1281,30-05-2014 22:51,direct
301,1281,29-06-2014 21:35,direct
302,1281,28-07-2014 16:18,direct
303,1281,26-08-2014 21:18,direct
304,1281,25-09-2014 04:23,direct
305,1281,25-10-2014 07:31,direct
306,1281,24-11-2014 16:19,direct
307,1281,24-12-2014 08:00,direct
308,1281,23-01-2015 07:12,direct
309,1281,22-02-2015 03:03,direct
310,1281,24-03-2015 15:41,direct
311,1281,23-04-2015 16:00,direct
312,1281,22-05-2015 01:50,direct
313,1281,20-06-2015 18:05,direct
314,1281,20-07-2015 00:49,direct
315,1281,19-08-2015 13:22,direct
316,1281,18-09-2015 07:38,direct
317,1281,18-10-2015 00:30,direct
318,1281,16-11-2015 17:20,direct
319,1281,16-12-2015 16:23,direct
320,1281,15-01-2016 06:57,direct
321,1281,13-02-2016 23:34,direct
322,1281,14-03-2016 21:18,direct
323,1281,13-04-2016 12:19,direct
324,1281,13-05-2016 09:12,direct
325,1281,12-06-2016 17:53,direct
326,1281,12-07-2016 19:18,direct
327,1281,11-08-2016 03:34,direct
328,1281,10-09-2016 14:41,direct
329,1281,09-10-2016 20:54,direct
330,1281,08-11-2016 15:23,direct
331,1281,08-12-2016 09:52,direct
332,1291,06-05-2015 01:25,direct
333,1291,04-06-2015 14:51,direct
334,1291,04-07-2015 19:07,direct
335,1291,03-08-2015 08:19,direct
336,1291,01-09-2015 16:25,direct
337,1291,01-10-2015 07:14,direct
338,1291,30-10-2015 02:30,direct
339,1291,28-11-2015 17:06,direct
340,1291,27-12-2015 05:22,direct
341,1291,26-01-2016 18:23,direct
342,1291,25-02-2016 09:14,direct
343,1291,25-03-2016 09:02,direct
344,1291,23-04-2016 15:43,direct
345,1291,22-05-2016 20:43,direct
346,1291,20-06-2016 02:27,direct
347,1291,19-07-2016 04:56,direct
348,1291,18-08-2016 07:43,direct
349,1291,17-09-2016 11:23,direct
350,1291,17-10-2016 08:27,direct
351,1291,16-11-2016 19:21,direct
352,1291,15-12-2016 09:14,direct
353,1301,08-12-2013 07:03,direct
354,1301,07-01-2014 01:15,direct
355,1301,05-02-2014 13:40,direct
356,1301,06-03-2014 13:16,direct
357,1301,05-04-2014 06:44,direct
358,1301,04-05-2014 11:34,direct
359,1301,02-06-2014 05:44,direct
360,1301,01-07-2014 10:17,direct
361,1301,31-07-2014 13:06,direct
362,1301,30-08-2014 04:23,direct
363,1301,29-09-2014 06:40,direct
364,1301,28-10-2014 02:46,direct
365,1301,26-11-2014 15:03,direct
366,1301,26-12-2014 02:28,direct
367,1301,24-01-2015 05:39,direct
368,1301,22-02-2015 08:11,direct
369,1301,23-03-2015 01:11,direct
370,1301,21-04-2015 21:41,direct
371,1301,21-05-2015 10:12,direct
372,1301,20-06-2015 05:43,direct
373,1301,20-07-2015 13:26,direct
374,1301,19-08-2015 00:17,direct
375,1301,17-09-2015 13:36,direct
376,1301,16-10-2015 21:01,direct
377,1301,14-11-2015 06:13,direct
378,1301,13-12-2015 20:44,direct
379,1301,11-01-2016 20:50,direct
380,1301,09-02-2016 09:07,direct
381,1301,10-03-2016 22:41,direct
382,1301,08-04-2016 00:56,direct
383,1301,07-05-2016 23:16,direct
384,1301,05-06-2016 13:07,direct
385,1301,04-07-2016 20:28,direct
386,1301,02-08-2016 06:11,direct
387,1301,01-09-2016 00:02,direct
388,1301,01-10-2016 23:53,direct
389,1301,31-10-2016 04:34,direct
390,1301,29-11-2016 20:43,direct
391,1301,29-12-2016 01:29,direct
392,1311,07-07-2016 13:47,direct
393,1311,06-08-2016 23:06,direct
394,1311,05-09-2016 21:33,direct
395,1311,04-10-2016 14:13,direct
396,1311,03-11-2016 22:39,direct
397,1311,02-12-2016 22:28,direct
398,1311,01-01-2017 05:19,direct
399,1321,15-12-2015 20:28,direct
400,1321,13-01-2016 12:59,direct
401,1321,12-02-2016 02:44,direct
402,1321,12-03-2016 05:02,direct
403,1321,10-04-2016 10:44,direct
404,1321,10-05-2016 07:40,direct
405,1321,09-06-2016 08:05,direct
406,1321,08-07-2016 00:34,direct
407,1321,07-08-2016 10:15,direct
408,1321,05-09-2016 08:54,direct
409,1321,05-10-2016 04:39,direct
410,1321,03-11-2016 02:51,direct
411,1321,03-12-2016 13:03,direct
412,1321,01-01-2017 09:26,direct
413,1331,18-08-2016 11:05,direct
414,1331,16-09-2016 08:02,direct
415,1331,15-10-2016 02:42,direct
416,1331,14-11-2016 13:32,direct
417,1331,13-12-2016 20:57,direct
418,1341,28-08-2016 11:25,direct
419,1341,26-09-2016 22:15,direct
420,1341,26-10-2016 00:11,direct
421,1341,24-11-2016 21:02,direct
422,1341,23-12-2016 17:48,direct
423,1351,21-08-2016 13:07,direct
424,1351,19-09-2016 11:49,direct
425,1351,18-10-2016 03:50,direct
426,1351,16-11-2016 21:29,direct
427,1351,15-12-2016 04:31,direct
428,1361,01-09-2016 02:32,direct
429,1361,30-09-2016 13:33,direct
430,1361,29-10-2016 22:31,direct
431,1361,27-11-2016 15:39,direct
432,1371,15-08-2015 13:11,direct
433,1371,14-09-2015 09:22,direct
434,1371,14-10-2015 15:27,direct
435,1371,13-11-2015 16:52,direct
436,1371,12-12-2015 13:13,direct
437,1371,10-01-2016 06:19,direct
438,1371,09-02-2016 10:30,direct
439,1371,09-03-2016 11:55,direct
440,1371,07-04-2016 03:22,direct
441,1371,07-05-2016 12:08,direct
442,1371,06-06-2016 13:15,direct
443,1371,05-07-2016 00:21,direct
444,1371,04-08-2016 11:00,direct
445,1371,02-09-2016 05:19,direct
446,1371,02-10-2016 08:00,direct
447,1371,01-11-2016 12:38,direct
448,1371,01-12-2016 00:31,direct
449,1371,31-12-2016 16:58,direct
450,1381,12-11-2016 12:10,direct
451,1381,11-12-2016 17:46,direct
452,1391,07-10-2016 19:54,direct
453,1391,05-11-2016 09:24,direct
454,1391,04-12-2016 00:21,direct
455,1401,12-12-2013 16:19,direct
456,1401,11-01-2014 15:32,direct
457,1401,10-02-2014 16:06,direct
458,1401,11-03-2014 12:32,direct
459,1401,10-04-2014 00:00,direct
460,1401,10-05-2014 20:16,direct
461,1401,09-06-2014 13:33,direct
462,1401,09-07-2014 22:52,direct
463,1401,07-08-2014 02:28,direct
464,1401,05-09-2014 07:08,direct
465,1401,05-10-2014 01:10,direct
466,1401,03-11-2014 03:01,direct
467,1401,02-12-2014 11:03,direct
468,1401,01-01-2015 18:29,direct
469,1401,31-01-2015 19:37,direct
470,1401,01-03-2015 12:11,direct
471,1401,31-03-2015 12:53,direct
472,1401,29-04-2015 07:08,direct
473,1401,29-05-2015 17:12,direct
474,1401,28-06-2015 11:22,direct
475,1401,27-07-2015 15:25,direct
476,1401,26-08-2015 12:40,direct
477,1401,25-09-2015 09:25,direct
478,1401,25-10-2015 21:49,direct
479,1401,23-11-2015 22:28,direct
480,1401,23-12-2015 10:17,direct
481,1401,22-01-2016 04:30,direct
482,1401,20-02-2016 18:31,direct
483,1401,21-03-2016 06:27,direct
484,1401,19-04-2016 02:54,direct
485,1401,18-05-2016 00:09,direct
486,1401,16-06-2016 02:53,direct
487,1401,16-07-2016 04:22,direct
488,1401,15-08-2016 06:49,direct
489,1401,14-09-2016 18:39,direct
490,1401,14-10-2016 13:07,direct
491,1401,12-11-2016 07:05,direct
492,1401,12-12-2016 03:32,direct
493,1411,30-12-2013 21:37,direct
494,1411,29-01-2014 20:56,direct
495,1411,28-02-2014 19:45,direct
496,1411,30-03-2014 18:24,direct
497,1411,28-04-2014 21:13,direct
498,1411,27-05-2014 20:43,direct
499,1411,26-06-2014 06:28,direct
500,1411,26-07-2014 15:44,direct
501,1411,24-08-2014 07:43,direct
502,1411,23-09-2014 13:02,direct
503,1411,23-10-2014 20:42,direct
504,1411,21-11-2014 09:55,direct
505,1411,20-12-2014 01:47,direct
506,1411,19-01-2015 20:32,direct
507,1411,18-02-2015 17:00,direct
508,1411,19-03-2015 20:50,direct
509,1411,17-04-2015 17:42,direct
510,1411,16-05-2015 22:58,direct
511,1411,15-06-2015 10:28,direct
512,1411,14-07-2015 03:19,direct
513,1411,13-08-2015 10:04,direct
514,1411,11-09-2015 14:42,direct
515,1411,10-10-2015 19:53,direct
516,1411,08-11-2015 09:20,direct
517,1411,08-12-2015 20:54,direct
518,1411,06-01-2016 08:34,direct
519,1411,04-02-2016 02:33,direct
520,1411,05-03-2016 22:59,direct
521,1411,04-04-2016 04:54,direct
522,1411,03-05-2016 23:53,direct
523,1411,02-06-2016 03:48,direct
524,1411,02-07-2016 10:04,direct
525,1411,01-08-2016 23:33,direct
526,1411,31-08-2016 20:48,direct
527,1411,30-09-2016 19:34,direct
528,1411,29-10-2016 22:28,direct
529,1411,28-11-2016 12:23,direct
530,1411,28-12-2016 04:05,direct
531,1421,01-01-2014 12:53,direct
532,1421,30-01-2014 12:16,direct
533,1421,28-02-2014 19:08,direct
534,1421,30-03-2014 00:36,direct
535,1421,28-04-2014 22:19,direct
536,1421,28-05-2014 01:27,direct
537,1421,27-06-2014 13:05,direct
538,1421,26-07-2014 21:06,direct
539,1421,25-08-2014 15:38,direct
540,1421,24-09-2014 06:00,direct
541,1421,24-10-2014 06:45,direct
542,1421,23-11-2014 04:04,direct
543,1421,22-12-2014 09:20,direct
544,1421,20-01-2015 15:00,direct
545,1421,19-02-2015 09:46,direct
546,1421,20-03-2015 16:58,direct
547,1421,19-04-2015 21:09,direct
548,1421,19-05-2015 03:34,direct
549,1421,17-06-2015 12:55,direct
550,1421,17-07-2015 13:34,direct
551,1421,16-08-2015 09:12,direct
552,1421,15-09-2015 17:54,direct
553,1421,14-10-2015 00:32,direct
554,1421,13-11-2015 08:55,direct
555,1421,12-12-2015 01:04,direct
556,1421,10-01-2016 22:16,direct
557,1421,09-02-2016 19:56,direct
558,1421,10-03-2016 05:02,direct
559,1421,08-04-2016 22:48,direct
560,1421,07-05-2016 16:16,direct
561,1421,06-06-2016 11:44,direct
562,1421,05-07-2016 00:17,direct
563,1421,03-08-2016 19:15,direct
564,1421,02-09-2016 21:16,direct
565,1421,02-10-2016 02:09,direct
566,1421,01-11-2016 09:23,direct
567,1421,01-12-2016 21:19,direct
568,1421,31-12-2016 21:09,direct
569,1431,28-03-2016 10:58,direct
570,1431,27-04-2016 05:28,direct
571,1431,26-05-2016 13:40,direct
572,1431,25-06-2016 09:49,direct
573,1441,28-12-2013 12:47,direct
574,1441,27-01-2014 13:31,direct
575,1441,25-02-2014 21:07,direct
576,1441,27-03-2014 15:07,direct
577,1441,26-04-2014 16:49,direct
578,1441,25-05-2014 01:00,direct
579,1441,23-06-2014 09:40,direct
580,1441,22-07-2014 21:54,direct
581,1441,21-08-2014 13:17,direct
582,1441,19-09-2014 01:37,direct
583,1441,18-10-2014 00:29,direct
584,1441,16-11-2014 08:28,direct
585,1441,16-12-2014 18:38,direct
586,1441,15-01-2015 05:05,direct
587,1441,13-02-2015 04:23,direct
588,1441,14-03-2015 04:38,direct
589,1441,13-04-2015 07:06,direct
590,1441,12-05-2015 01:34,direct
591,1441,10-06-2015 01:31,direct
592,1441,09-07-2015 16:13,direct
593,1441,08-08-2015 18:08,direct
594,1441,06-09-2015 17:49,direct
595,1441,06-10-2015 08:34,direct
596,1441,04-11-2015 08:19,direct
597,1441,04-12-2015 19:44,direct
598,1441,03-01-2016 18:13,direct
599,1441,01-02-2016 23:19,direct
600,1441,02-03-2016 02:44,direct
601,1441,01-04-2016 15:49,direct
602,1441,01-05-2016 12:43,direct
603,1441,31-05-2016 19:31,direct
604,1441,29-06-2016 01:48,direct
605,1441,29-07-2016 08:14,direct
606,1441,28-08-2016 11:05,direct
607,1441,27-09-2016 23:47,direct
608,1451,04-05-2014 09:44,direct
609,1451,03-06-2014 13:11,direct
610,1451,02-07-2014 09:13,direct
611,1451,01-08-2014 02:26,direct
612,1451,31-08-2014 16:15,direct
613,1451,30-09-2014 09:25,direct
614,1451,30-10-2014 13:44,direct
615,1451,29-11-2014 23:40,direct
616,1451,29-12-2014 07:30,direct
617,1451,28-01-2015 07:51,direct
618,1451,26-02-2015 05:55,direct
619,1451,27-03-2015 03:28,direct
620,1451,26-04-2015 10:59,direct
621,1451,25-05-2015 10:02,direct
622,1451,24-06-2015 17:52,direct
623,1451,24-07-2015 23:40,direct
624,1451,23-08-2015 12:51,direct
625,1451,21-09-2015 12:10,direct
626,1451,20-10-2015 09:23,direct
627,1451,18-11-2015 01:55,direct
628,1451,17-12-2015 19:34,direct
629,1451,15-01-2016 01:10,direct
630,1451,13-02-2016 08:47,direct
631,1451,14-03-2016 18:25,direct
632,1451,12-04-2016 16:15,direct
633,1451,11-05-2016 18:52,direct
634,1451,10-06-2016 12:42,direct
635,1451,10-07-2016 10:42,direct
636,1451,09-08-2016 03:48,direct
637,1451,08-09-2016 04:17,direct
638,1451,08-10-2016 14:24,direct
639,1451,07-11-2016 03:44,direct
640,1451,06-12-2016 00:00,direct
641,1461,12-12-2015 01:10,direct
642,1461,10-01-2016 19:23,direct
643,1461,09-02-2016 21:22,direct
644,1461,10-03-2016 04:20,direct
645,1461,08-04-2016 05:01,direct
646,1461,07-05-2016 02:16,direct
647,1461,05-06-2016 16:47,direct
648,1461,04-07-2016 04:57,direct
649,1461,02-08-2016 09:46,direct
650,1461,31-08-2016 18:51,direct
651,1461,30-09-2016 04:59,direct
652,1461,29-10-2016 20:12,direct
653,1461,27-11-2016 11:59,direct
654,1461,26-12-2016 10:48,direct
655,1471,01-01-2017 06:03,direct
656,1481,19-12-2016 12:21,direct
657,1491,15-02-2015 16:04,direct
658,1491,17-03-2015 22:32,direct
659,1491,15-04-2015 13:52,direct
660,1491,15-05-2015 02:25,direct
661,1491,13-06-2015 21:33,direct
662,1491,12-07-2015 21:40,direct
663,1491,10-08-2015 08:41,direct
664,1491,08-09-2015 14:10,direct
665,1491,08-10-2015 00:26,direct
666,1491,07-11-2015 10:09,direct
667,1491,07-12-2015 14:51,direct
668,1491,06-01-2016 14:28,direct
669,1491,05-02-2016 16:15,direct
670,1491,05-03-2016 17:29,direct
671,1491,04-04-2016 05:57,direct
672,1491,03-05-2016 06:23,direct
673,1491,01-06-2016 03:38,direct
674,1491,01-07-2016 19:13,direct
675,1491,31-07-2016 16:04,direct
676,1491,30-08-2016 12:22,direct
677,1491,28-09-2016 02:04,direct
678,1491,27-10-2016 15:25,direct
679,1491,25-11-2016 07:18,direct
680,1491,24-12-2016 04:23,direct
681,1501,30-01-2015 04:47,direct
682,1501,01-03-2015 03:49,direct
683,1501,31-03-2015 18:16,direct
684,1501,29-04-2015 00:41,direct
685,1501,28-05-2015 08:20,direct
686,1501,26-06-2015 22:26,direct
687,1501,25-07-2015 03:42,direct
688,1501,23-08-2015 00:26,direct
689,1501,21-09-2015 00:08,direct
690,1501,21-10-2015 17:10,direct
691,1501,19-11-2015 08:52,direct
692,1501,19-12-2015 02:29,direct
693,1501,17-01-2016 13:02,direct
694,1501,15-02-2016 11:38,direct
695,1501,15-03-2016 05:50,direct
696,1501,14-04-2016 23:49,direct
697,1501,14-05-2016 04:26,direct
698,1501,12-06-2016 10:19,direct
699,1501,11-07-2016 09:27,direct
700,1501,09-08-2016 09:20,direct
701,1501,08-09-2016 14:05,direct
702,1501,07-10-2016 21:10,direct
703,1501,05-11-2016 14:21,direct
704,1501,05-12-2016 01:07,direct
705,1511,20-03-2016 05:01,direct
706,1511,19-04-2016 01:48,direct
707,1511,19-05-2016 18:16,direct
708,1511,18-06-2016 05:32,direct
709,1511,17-07-2016 07:42,direct
710,1511,15-08-2016 21:01,direct
711,1511,14-09-2016 03:45,direct
712,1511,14-10-2016 14:51,direct
713,1511,13-11-2016 02:36,direct
714,1511,12-12-2016 21:26,direct
715,1521,31-12-2013 00:10,direct
716,1521,29-01-2014 01:51,direct
717,1521,27-02-2014 13:51,direct
718,1521,29-03-2014 05:03,direct
719,1521,28-04-2014 09:04,direct
720,1521,28-05-2014 21:39,direct
721,1521,27-06-2014 17:51,direct
722,1521,27-07-2014 23:53,direct
723,1521,26-08-2014 18:42,direct
724,1521,24-09-2014 22:34,direct
725,1521,24-10-2014 16:31,direct
726,1521,23-11-2014 15:39,direct
727,1521,22-12-2014 03:01,direct
728,1521,21-01-2015 07:30,direct
729,1521,20-02-2015 13:40,direct
730,1521,21-03-2015 10:01,direct
731,1521,19-04-2015 02:35,direct
732,1521,18-05-2015 03:30,direct
733,1521,16-06-2015 11:03,direct
734,1521,16-07-2015 03:29,direct
735,1521,15-08-2015 06:11,direct
