id,account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd
42,1081,11-06-2015 13:43,291,36,62,389,1452.09,269.64,503.44,2225.17
43,1081,11-07-2015 23:17,433,18,73,524,2160.67,134.82,592.76,2888.25
44,1081,09-08-2015 18:29,297,24,9,330,1482.03,179.76,73.08,1734.87
45,1081,07-09-2015 15:35,293,30,20,343,1462.07,224.7,162.4,1849.17
46,1081,06-11-2015 04:19,321,38,16,375,1601.79,284.62,129.92,2016.33
47,1081,05-12-2015 21:51,311,31,7,349,1551.89,232.19,56.84,1840.92
48,1081,03-01-2016 23:21,314,20,208,542,1566.86,149.8,1688.96,3405.62
49,1081,01-02-2016 20:00,298,26,25,349,1487.02,194.74,203,1884.76
50,1081,02-03-2016 06:07,270,40,31,341,1347.3,299.6,251.72,1898.62
51,1081,30-04-2016 07:46,501,26,15,542,2499.99,194.74,121.8,2816.53
52,1081,30-05-2016 04:02,273,74,29,376,1362.27,554.26,235.48,2152.01
53,1081,28-06-2016 06:18,328,25,21,374,1636.72,187.25,170.52,1994.49
54,1081,28-07-2016 22:48,302,54,19,375,1506.98,404.46,154.28,2065.72
55,1081,26-08-2016 16:47,272,25,30,327,1357.28,187.25,243.6,1788.13
56,1081,24-09-2016 09:47,319,45,101,465,1591.81,337.05,820.12,2748.98
57,1081,24-10-2016 21:46,303,28,0,331,1511.97,209.72,0,1721.69
58,1081,23-11-2016 04:38,334,25,20,379,1666.66,187.25,162.4,2016.31
59,1081,23-12-2016 13:19,293,29,0,322,1462.07,217.21,0,1679.28
60,1091,15-08-2014 05:38,150,0,19,169,748.5,0,154.28,902.78
61,1091,13-09-2014 05:11,150,28,16,194,748.5,209.72,129.92,1088.14
62,1091,13-10-2014 12:12,146,196,3,345,728.54,1468.04,24.36,2220.94
63,1091,12-11-2014 06:54,146,10,17,173,728.54,74.9,138.04,941.48
64,1091,11-12-2014 10:36,261,25,13,299,1302.39,187.25,105.56,1595.2
65,1091,09-01-2015 14:16,148,15,92,255,738.52,112.35,747.04,1597.91
66,1091,08-02-2015 10:01,132,14,10,156,658.68,104.86,81.2,844.74
67,1091,07-04-2015 13:29,95,0,0,95,474.05,0,0,474.05
68,1091,05-06-2015 19:18,150,0,11,161,748.5,0,89.32,837.82
69,1091,05-07-2015 02:45,145,0,9,154,723.55,0,73.08,796.63
70,1091,03-08-2015 12:02,122,5,0,127,608.78,37.45,0,646.23
71,1091,01-09-2015 14:30,150,19,21,190,748.5,142.31,170.52,1061.33
72,1091,01-10-2015 15:53,163,25,0,188,813.37,187.25,0,1000.62
73,1091,31-10-2015 16:07,135,0,8,143,673.65,0,64.96,738.61
74,1091,29-11-2015 21:32,162,13,0,175,808.38,97.37,0,905.75
75,1091,28-12-2015 18:48,144,10,17,171,718.56,74.9,138.04,931.5
76,1091,26-01-2016 06:32,153,0,69,222,763.47,0,560.28,1323.75
77,1091,25-02-2016 07:04,144,5,19,168,718.56,37.45,154.28,910.29
78,1091,25-03-2016 22:26,99,0,33,132,494.01,0,267.96,761.97
79,1091,24-04-2016 07:33,145,0,15,160,723.55,0,121.8,845.35
80,1091,23-05-2016 07:40,156,0,11,167,778.44,0,89.32,867.76
81,1091,22-06-2016 01:09,149,8,0,157,743.51,59.92,0,803.43
82,1091,21-07-2016 18:51,148,0,50,198,738.52,0,406,1144.52
83,1091,20-08-2016 04:50,137,12,6,155,683.63,89.88,48.72,822.23
84,1091,18-09-2016 20:57,172,0,15,187,858.28,0,121.8,980.08
85,1091,17-10-2016 13:31,146,10,0,156,728.54,74.9,0,803.44
86,1091,15-11-2016 18:16,254,2,5,261,1267.46,14.98,40.6,1323.04
87,1091,14-12-2016 21:26,153,0,13,166,763.47,0,105.56,869.03
88,1101,24-06-2015 13:08,182,339,17,538,908.18,2539.11,138.04,3585.33
89,1101,22-08-2015 19:40,175,20,19,214,873.25,149.8,154.28,1177.33
90,1101,21-09-2015 05:12,139,0,0,139,693.61,0,0,693.61
91,1101,21-10-2015 16:35,148,0,17,165,738.52,0,138.04,876.56
92,1101,21-11-2015 00:11,155,5,34,194,773.45,37.45,276.08,1086.98
93,1101,19-12-2015 18:36,158,52,2,212,788.42,389.48,16.24,1194.14
94,1101,17-01-2016 14:32,149,11,6,166,743.51,82.39,48.72,874.62
95,1101,15-02-2016 07:57,168,1,2,171,838.32,7.49,16.24,862.05
96,1101,15-03-2016 11:36,14,8,16,38,69.86,59.92,129.92,259.7
97,1101,14-04-2016 00:14,160,16,0,176,798.4,119.84,0,918.24
98,1101,13-05-2016 02:19,163,16,22,201,813.37,119.84,178.64,1111.85
99,1101,12-06-2016 12:56,150,0,12,162,748.5,0,97.44,845.94
100,1111,15-11-2015 17:49,301,77,23,401,1501.99,576.73,186.76,2265.48
101,1111,15-12-2015 22:02,349,41,0,390,1741.51,307.09,0,2048.6
102,1121,26-08-2015 00:32,293,33,11,337,1462.07,247.17,89.32,1798.56
103,1121,25-09-2015 13:56,298,64,0,362,1487.02,479.36,0,1966.38
104,1121,24-10-2015 15:43,298,72,27,397,1487.02,539.28,219.24,2245.54
105,1121,22-11-2015 17:26,331,32,10,373,1651.69,239.68,81.2,1972.57
106,1121,21-12-2015 01:14,291,0,16,307,1452.09,0,129.92,1582.01
107,1121,20-01-2016 15:31,200,38,22,260,998,284.62,178.64,1461.26
108,1121,19-02-2016 18:07,284,48,7,339,1417.16,359.52,56.84,1833.52
109,1121,19-03-2016 07:18,294,26,0,320,1467.06,194.74,0,1661.8
110,1121,18-04-2016 15:26,298,0,21,319,1487.02,0,170.52,1657.54
111,1121,17-05-2016 13:18,304,40,26,370,1516.96,299.6,211.12,2027.68
112,1121,15-07-2016 03:35,294,19,13,326,1467.06,142.31,105.56,1714.93
113,1121,13-08-2016 20:41,302,14,0,316,1506.98,104.86,0,1611.84
114,1121,11-09-2016 23:20,305,19,0,324,1521.95,142.31,0,1664.26
115,1121,10-10-2016 10:54,303,30,133,466,1511.97,224.7,1079.96,2816.63
116,1121,08-11-2016 02:29,294,23,47,364,1467.06,172.27,381.64,2020.97
117,1121,07-12-2016 18:48,321,38,9,368,1601.79,284.62,73.08,1959.49
118,1131,13-05-2016 06:54,377,8,32,417,1881.23,59.92,259.84,2200.99
119,1131,12-06-2016 12:29,0,30,23,53,0,224.7,186.76,411.46
120,1131,12-07-2016 00:17,296,32,22,350,1477.04,239.68,178.64,1895.36
121,1131,10-08-2016 23:47,273,134,0,407,1362.27,1003.66,0,2365.93
122,1131,09-09-2016 17:07,310,21,0,331,1546.9,157.29,0,1704.19
123,1131,09-10-2016 15:13,307,20,38,365,1531.93,149.8,308.56,1990.29
124,1131,07-11-2016 05:10,0,0,0,0,0,0,0,0
125,1131,07-12-2016 06:28,303,28,0,331,1511.97,209.72,0,1721.69
126,1141,24-09-2016 03:35,193,0,0,193,963.07,0,0,963.07
127,1141,23-10-2016 20:29,174,0,34,208,868.26,0,276.08,1144.34
128,1141,22-11-2016 20:51,150,0,7,157,748.5,0,56.84,805.34
129,1141,21-12-2016 15:52,143,1045,2157,3345,713.57,7827.05,17514.84,26055.46
130,1151,30-12-2016 05:02,503,0,56,559,2509.97,0,454.72,2964.69
131,1161,06-03-2016 03:01,366,35,13,414,1826.34,262.15,105.56,2194.05
132,1161,05-04-2016 22:03,518,10,8,536,2584.82,74.9,64.96,2724.68
133,1161,05-05-2016 10:04,495,37,0,532,2470.05,277.13,0,2747.18
134,1161,04-06-2016 09:20,497,99,22,618,2480.03,741.51,178.64,3400.18
135,1161,03-07-2016 10:40,511,0,13,524,2549.89,0,105.56,2655.45
136,1161,01-08-2016 17:54,495,0,28,523,2470.05,0,227.36,2697.41
137,1161,31-08-2016 03:20,458,2,27,487,2285.42,14.98,219.24,2519.64
138,1161,29-09-2016 07:56,423,10,21,454,2110.77,74.9,170.52,2356.19
139,1161,28-10-2016 07:33,501,7,0,508,2499.99,52.43,0,2552.42
140,1161,26-11-2016 12:57,427,16,16,459,2130.73,119.84,129.92,2380.49
141,1161,25-12-2016 20:33,509,7,6,522,2539.91,52.43,48.72,2641.06
142,1171,24-08-2016 20:41,332,32,13,377,1656.68,239.68,105.56,2001.92
143,1171,23-09-2016 03:36,298,0,66,364,1487.02,0,535.92,2022.94
144,1171,22-10-2016 17:50,288,22,26,336,1437.12,164.78,211.12,1813.02
145,1171,20-11-2016 03:49,271,29,26,326,1352.29,217.21,211.12,1780.62
146,1171,20-12-2016 18:09,257,34,63,354,1282.43,254.66,511.56,2048.65
147,1181,17-12-2013 23:02,339,0,0,339,1691.61,0,0,1691.61
148,1181,16-01-2014 12:41,511,1,27,539,2549.89,7.49,219.24,2776.62
149,1181,14-02-2014 08:36,487,3,19,509,2430.13,22.47,154.28,2606.88
150,1181,16-03-2014 04:54,481,14,15,510,2400.19,104.86,121.8,2626.85
151,1181,14-04-2014 13:50,505,0,99,604,2519.95,0,803.88,3323.83
152,1181,14-05-2014 05:25,504,54,0,558,2514.96,404.46,0,2919.42
153,1181,13-06-2014 09:44,510,7,0,517,2544.9,52.43,0,2597.33
154,1181,13-07-2014 15:36,493,0,0,493,2460.07,0,0,2460.07
155,1181,12-08-2014 04:53,493,0,18,511,2460.07,0,146.16,2606.23
156,1181,10-09-2014 19:12,501,19,0,520,2499.99,142.31,0,2642.3
157,1181,10-10-2014 14:13,498,46,22,566,2485.02,344.54,178.64,3008.2
158,1181,09-11-2014 22:03,706,13,3,722,3522.94,97.37,24.36,3644.67
159,1181,09-12-2014 12:46,476,0,4,480,2375.24,0,32.48,2407.72
160,1181,08-01-2015 07:23,476,0,2,478,2375.24,0,16.24,2391.48
161,1181,06-02-2015 13:29,510,2,12,524,2544.9,14.98,97.44,2657.32
162,1181,08-03-2015 06:05,484,0,35,519,2415.16,0,284.2,2699.36
163,1181,06-04-2015 03:14,489,1,9,499,2440.11,7.49,73.08,2520.68
164,1181,06-05-2015 13:45,508,21,0,529,2534.92,157.29,0,2692.21
165,1181,05-06-2015 17:35,511,11,0,522,2549.89,82.39,0,2632.28
166,1181,04-07-2015 20:58,491,0,0,491,2450.09,0,0,2450.09
167,1181,03-08-2015 18:02,500,0,8,508,2495,0,64.96,2559.96
168,1181,01-09-2015 09:08,507,12,0,519,2529.93,89.88,0,2619.81
169,1181,01-10-2015 22:44,477,27,26,530,2380.23,202.23,211.12,2793.58
170,1181,31-10-2015 08:48,535,8,0,543,2669.65,59.92,0,2729.57
171,1181,29-11-2015 06:01,470,21,3,494,2345.3,157.29,24.36,2526.95
172,1181,28-12-2015 11:30,459,18,16,493,2290.41,134.82,129.92,2555.15
173,1181,26-01-2016 19:59,496,4,0,500,2475.04,29.96,0,2505
174,1181,25-02-2016 17:33,495,15,4,514,2470.05,112.35,32.48,2614.88
175,1181,25-03-2016 19:26,471,0,8,479,2350.29,0,64.96,2415.25
176,1181,24-04-2016 16:47,2188,50,12,2250,10918.12,374.5,97.44,11390.06
177,1181,23-05-2016 02:53,514,19,0,533,2564.86,142.31,0,2707.17
178,1181,22-06-2016 05:29,492,4,0,496,2455.08,29.96,0,2485.04
179,1181,21-07-2016 15:00,495,30,5,530,2470.05,224.7,40.6,2735.35
180,1181,19-08-2016 22:44,504,13,23,540,2514.96,97.37,186.76,2799.09
181,1181,18-09-2016 09:07,504,10,0,514,2514.96,74.9,0,2589.86
182,1181,18-10-2016 09:56,507,14,20,541,2529.93,104.86,162.4,2797.19
183,1181,17-11-2016 09:12,509,13,76,598,2539.91,97.37,617.12,3254.4
184,1181,17-12-2016 22:14,428,0,22,450,2135.72,0,178.64,2314.36
185,1191,24-01-2016 19:29,502,0,17,519,2504.98,0,138.04,2643.02
186,1191,23-02-2016 10:30,485,18,17,520,2420.15,134.82,138.04,2693.01
187,1191,23-03-2016 21:33,485,134,0,619,2420.15,1003.66,0,3423.81
188,1191,22-04-2016 03:09,497,23,11,531,2480.03,172.27,89.32,2741.62
189,1191,21-05-2016 23:11,500,0,3,503,2495,0,24.36,2519.36
190,1191,20-06-2016 21:28,500,7,1,508,2495,52.43,8.12,2555.55
191,1191,19-07-2016 07:24,506,0,12,518,2524.94,0,97.44,2622.38
192,1191,18-08-2016 16:04,496,30,0,526,2475.04,224.7,0,2699.74
193,1191,17-09-2016 05:09,529,67,0,596,2639.71,501.83,0,3141.54
194,1191,16-10-2016 19:29,471,0,10,481,2350.29,0,81.2,2431.49
195,1191,15-11-2016 20:44,494,0,5,499,2465.06,0,40.6,2505.66
196,1191,15-12-2016 20:49,0,171,24,195,0,1280.79,194.88,1475.67
197,1201,12-11-2016 11:54,491,0,0,491,2450.09,0,0,2450.09
198,1201,11-12-2016 05:51,510,0,11,521,2544.9,0,89.32,2634.22
199,1211,22-11-2016 08:08,259,29,23,311,1292.41,217.21,186.76,1696.38
200,1211,21-12-2016 23:39,311,22,10,343,1551.89,164.78,81.2,1797.87
201,1221,20-01-2015 10:54,491,14,0,505,2450.09,104.86,0,2554.95
202,1221,18-02-2015 15:41,532,0,104,636,2654.68,0,844.48,3499.16
203,1221,19-03-2015 12:18,508,0,11,519,2534.92,0,89.32,2624.24
204,1221,17-04-2015 11:41,515,0,24,539,2569.85,0,194.88,2764.73
205,1221,16-05-2015 19:44,336,14,18,368,1676.64,104.86,146.16,1927.66
206,1221,15-06-2015 08:14,533,0,32,565,2659.67,0,259.84,2919.51
207,1221,15-07-2015 07:36,501,0,34,535,2499.99,0,276.08,2776.07
208,1221,14-08-2015 09:55,464,0,23,487,2315.36,0,186.76,2502.12
209,1221,12-09-2015 17:54,531,0,10,541,2649.69,0,81.2,2730.89
210,1221,11-10-2015 13:32,492,12,22,526,2455.08,89.88,178.64,2723.6
211,1221,09-11-2015 23:30,497,0,17,514,2480.03,0,138.04,2618.07
212,1221,08-12-2015 16:38,583,0,0,583,2909.17,0,0,2909.17
213,1221,06-01-2016 20:57,660,6,17,683,3293.4,44.94,138.04,3476.38
214,1221,04-02-2016 20:17,485,1345,21,1851,2420.15,10074.05,170.52,12664.72
215,1221,04-03-2016 19:49,512,0,3,515,2554.88,0,24.36,2579.24
216,1221,03-04-2016 19:34,542,20,0,562,2704.58,149.8,0,2854.38
217,1221,03-05-2016 07:17,500,0,35,535,2495,0,284.2,2779.2
218,1221,01-06-2016 21:34,504,20,113,637,2514.96,149.8,917.56,3582.32
219,1221,30-06-2016 15:16,496,0,78,574,2475.04,0,633.36,3108.4
220,1221,29-07-2016 23:05,496,5,9,510,2475.04,37.45,73.08,2585.57
221,1221,27-08-2016 08:04,510,0,0,510,2544.9,0,0,2544.9
222,1221,26-09-2016 18:25,495,16,11,522,2470.05,119.84,89.32,2679.21
223,1221,26-10-2016 08:45,494,10,0,504,2465.06,74.9,0,2539.96
224,1221,25-11-2016 08:10,501,114,7,622,2499.99,853.86,56.84,3410.69
225,1221,24-12-2016 21:14,510,9,39,558,2544.9,67.41,316.68,2928.99
226,1231,26-02-2016 03:23,485,7,0,492,2420.15,52.43,0,2472.58
227,1231,27-03-2016 11:31,715,29,12,756,3567.85,217.21,97.44,3882.5
228,1231,26-04-2016 17:01,522,9,7,538,2604.78,67.41,56.84,2729.03
229,1231,26-05-2016 17:41,498,9,4,511,2485.02,67.41,32.48,2584.91
230,1231,24-07-2016 06:33,508,0,24,532,2534.92,0,194.88,2729.8
231,1231,23-08-2016 15:37,497,14,96,607,2480.03,104.86,779.52,3364.41
232,1231,23-09-2016 00:10,498,14,19,531,2485.02,104.86,154.28,2744.16
233,1231,21-10-2016 22:54,477,11,1,489,2380.23,82.39,8.12,2470.74
234,1231,20-11-2016 15:16,505,0,1355,1860,2519.95,0,11002.6,13522.55
235,1231,20-12-2016 14:07,502,0,0,502,2504.98,0,0,2504.98
236,1241,14-06-2016 11:18,132,24,0,156,658.68,179.76,0,838.44
237,1241,13-07-2016 13:16,259,13,0,272,1292.41,97.37,0,1389.78
238,1241,11-08-2016 02:41,150,36,4,190,748.5,269.64,32.48,1050.62
239,1241,09-09-2016 18:13,165,13,0,178,823.35,97.37,0,920.72
240,1241,08-10-2016 11:09,147,12,99,258,733.53,89.88,803.88,1627.29
241,1241,07-11-2016 06:24,155,12,6,173,773.45,89.88,48.72,912.05
242,1241,06-12-2016 15:03,136,0,34,170,678.64,0,276.08,954.72
243,1251,11-12-2013 20:36,86,39,34,159,429.14,292.11,276.08,997.33
244,1251,09-01-2014 04:41,126,34,30,190,628.74,254.66,243.6,1127
245,1251,07-02-2014 21:05,94,24,25,143,469.06,179.76,203,851.82
246,1251,08-03-2014 06:23,86,34,24,144,429.14,254.66,194.88,878.68
247,1251,07-04-2014 10:57,101,28,20,149,503.99,209.72,162.4,876.11
248,1251,07-05-2014 21:11,80,90,28,198,399.2,674.1,227.36,1300.66
249,1251,06-06-2014 16:12,159,41,35,235,793.41,307.09,284.2,1384.7
250,1251,05-07-2014 04:17,100,28,42,170,499,209.72,341.04,1049.76
251,1251,04-08-2014 19:32,92,31,22,145,459.08,232.19,178.64,869.91
252,1251,03-09-2014 12:48,102,41,30,173,508.98,307.09,243.6,1059.67
253,1251,02-10-2014 23:07,97,30,13,140,484.03,224.7,105.56,814.29
254,1251,01-11-2014 02:15,0,0,17,17,0,0,138.04,138.04
255,1251,01-12-2014 09:31,101,21,24,146,503.99,157.29,194.88,856.16
256,1251,30-12-2014 02:30,336,52,12,400,1676.64,389.48,97.44,2163.56
257,1251,28-01-2015 10:17,135,34,68,237,673.65,254.66,552.16,1480.47
258,1261,12-11-2014 22:21,315,39,18,372,1571.85,292.11,146.16,2010.12
259,1261,11-12-2014 02:34,298,30,25,353,1487.02,224.7,203,1914.72
260,1261,09-01-2015 06:43,462,34,34,530,2305.38,254.66,276.08,2836.12
261,1261,07-02-2015 18:03,309,0,12,321,1541.91,0,97.44,1639.35
262,1261,08-03-2015 16:12,277,566,35,878,1382.23,4239.34,284.2,5905.77
263,1261,07-04-2015 13:09,311,28,6,345,1551.89,209.72,48.72,1810.33
264,1261,06-05-2015 17:37,314,38,0,352,1566.86,284.62,0,1851.48
265,1261,04-06-2015 01:49,361,37,38,436,1801.39,277.13,308.56,2387.08
266,1261,03-07-2015 18:18,308,24,5,337,1536.92,179.76,40.6,1757.28
267,1261,02-08-2015 23:28,311,44,28,383,1551.89,329.56,227.36,2108.81
268,1261,31-08-2015 20:40,241,89,0,330,1202.59,666.61,0,1869.2
269,1261,29-09-2015 11:40,298,9,0,307,1487.02,67.41,0,1554.43
270,1261,29-10-2015 03:45,295,105,0,400,1472.05,786.45,0,2258.5
271,1261,27-11-2015 01:54,293,38,28,359,1462.07,284.62,227.36,1974.05
272,1261,27-12-2015 19:08,304,24,31,359,1516.96,179.76,251.72,1948.44
273,1261,26-01-2016 03:36,306,24,1,331,1526.94,179.76,8.12,1714.82
274,1261,25-02-2016 13:09,48,27,25,100,239.52,202.23,203,644.75
275,1261,26-03-2016 09:17,248,43,15,306,1237.52,322.07,121.8,1681.39
276,1261,24-04-2016 02:27,310,67,28,405,1546.9,501.83,227.36,2276.09
277,1261,23-05-2016 18:13,286,13,47,346,1427.14,97.37,381.64,1906.15
278,1261,22-06-2016 02:13,303,28,25,356,1511.97,209.72,203,1924.69
279,1261,21-07-2016 09:23,328,55,0,383,1636.72,411.95,0,2048.67
280,1261,19-08-2016 12:09,280,0,14,294,1397.2,0,113.68,1510.88
281,1261,18-09-2016 04:02,304,0,14,318,1516.96,0,113.68,1630.64
282,1261,17-10-2016 08:27,330,68,7,405,1646.7,509.32,56.84,2212.86
283,1261,15-11-2016 19:14,288,2,47,337,1437.12,14.98,381.64,1833.74
284,1261,15-12-2016 05:00,286,71,32,389,1427.14,531.79,259.84,2218.77
285,1271,28-10-2015 12:07,94,7,38,139,469.06,52.43,308.56,830.05
286,1271,26-11-2015 06:17,104,20,55,179,518.96,149.8,446.6,1115.36
287,1281,05-12-2013 20:33,492,73,0,565,2455.08,546.77,0,3001.85
288,1281,03-01-2014 23:56,491,14,0,505,2450.09,104.86,0,2554.95
289,1281,02-02-2014 04:00,531,5,211,747,2649.69,37.45,1713.32,4400.46
290,1281,03-03-2014 07:53,509,133,222,864,2539.91,996.17,1802.64,5338.72
291,1281,01-04-2014 11:34,254,0,17,271,1267.46,0,138.04,1405.5
292,1281,01-05-2014 22:00,513,85,4,602,2559.87,636.65,32.48,3229
293,1281,30-05-2014 22:54,511,19,0,530,2549.89,142.31,0,2692.2
294,1281,29-06-2014 21:40,448,7,0,455,2235.52,52.43,0,2287.95
295,1281,28-07-2014 16:42,508,6,9,523,2534.92,44.94,73.08,2652.94
296,1281,26-08-2014 21:48,645,0,0,645,3218.55,0,0,3218.55
297,1281,25-09-2014 04:37,489,8,545,1042,2440.11,59.92,4425.4,6925.43
298,1281,25-10-2014 07:35,491,6,0,497,2450.09,44.94,0,2495.03
299,1281,24-11-2014 16:30,468,10,0,478,2335.32,74.9,0,2410.22
300,1281,24-12-2014 08:09,665,23,0,688,3318.35,172.27,0,3490.62
301,1281,23-01-2015 07:36,515,342,26,883,2569.85,2561.58,211.12,5342.55
302,1281,22-02-2015 03:25,465,0,27,492,2320.35,0,219.24,2539.59
303,1281,24-03-2015 15:55,478,18,21,517,2385.22,134.82,170.52,2690.56
304,1281,23-04-2015 16:21,500,27,0,527,2495,202.23,0,2697.23
305,1281,22-05-2015 01:57,483,24,75,582,2410.17,179.76,609,3198.93
306,1281,20-06-2015 18:25,491,0,1,492,2450.09,0,8.12,2458.21
307,1281,20-07-2015 00:50,499,7,83,589,2490.01,52.43,673.96,3216.4
308,1281,19-08-2015 13:27,485,0,0,485,2420.15,0,0,2420.15
309,1281,18-09-2015 08:01,477,14,0,491,2380.23,104.86,0,2485.09
310,1281,18-10-2015 00:55,509,94,148,751,2539.91,704.06,1201.76,4445.73
311,1281,16-11-2015 17:35,473,20,10,503,2360.27,149.8,81.2,2591.27
312,1281,16-12-2015 16:50,517,22,52,591,2579.83,164.78,422.24,3166.85
313,1281,15-01-2016 07:20,487,18,30,535,2430.13,134.82,243.6,2808.55
314,1281,13-02-2016 23:55,475,5,0,480,2370.25,37.45,0,2407.7
315,1281,14-03-2016 21:45,517,0,12,529,2579.83,0,97.44,2677.27
316,1281,13-04-2016 12:22,501,0,0,501,2499.99,0,0,2499.99
317,1281,13-05-2016 09:25,475,0,100,575,2370.25,0,812,3182.25
318,1281,12-06-2016 17:59,495,6,0,501,2470.05,44.94,0,2514.99
319,1281,12-07-2016 19:42,563,0,56,619,2809.37,0,454.72,3264.09
320,1281,11-08-2016 04:00,3337,1729,12,5078,16651.63,12950.21,97.44,29699.28
321,1281,10-09-2016 15:01,489,1,27,517,2440.11,7.49,219.24,2666.84
322,1281,09-10-2016 21:10,478,44,203,725,2385.22,329.56,1648.36,4363.14
323,1281,08-11-2016 15:27,483,39,0,522,2410.17,292.11,0,2702.28
324,1281,08-12-2016 10:14,512,0,26,538,2554.88,0,211.12,2766
325,1291,06-05-2015 01:44,1055,32,18,1105,5264.45,239.68,146.16,5650.29
326,1291,04-06-2015 15:20,293,70,29,392,1462.07,524.3,235.48,2221.85
327,1291,04-07-2015 19:08,303,20,36,359,1511.97,149.8,292.32,1954.09
328,1291,03-08-2015 08:35,0,19,21,40,0,142.31,170.52,312.83
329,1291,01-09-2015 16:40,220,6,104,330,1097.8,44.94,844.48,1987.22
330,1291,01-10-2015 07:40,311,28,0,339,1551.89,209.72,0,1761.61
331,1291,30-10-2015 03:01,304,58,0,362,1516.96,434.42,0,1951.38
332,1291,28-11-2015 17:10,294,18,29,341,1467.06,134.82,235.48,1837.36
333,1291,27-12-2015 05:37,286,28,14,328,1427.14,209.72,113.68,1750.54
334,1291,26-01-2016 18:37,324,41,32,397,1616.76,307.09,259.84,2183.69
335,1291,25-02-2016 09:34,301,42,26,369,1501.99,314.58,211.12,2027.69
336,1291,25-03-2016 09:25,296,100,11,407,1477.04,749,89.32,2315.36
337,1291,23-04-2016 16:08,294,1,14,309,1467.06,7.49,113.68,1588.23
338,1291,22-05-2016 21:04,180,23,0,203,898.2,172.27,0,1070.47
339,1291,20-06-2016 02:46,321,27,15,363,1601.79,202.23,121.8,1925.82
340,1291,19-07-2016 05:20,297,21,6,324,1482.03,157.29,48.72,1688.04
341,1291,18-08-2016 08:06,302,62,8,372,1506.98,464.38,64.96,2036.32
